gene_name	IMMU.BC2.0118.FIXT.01.RNA.01	IMMU.BC2.0140.FIXT.01.RNA.01	IMMU.BC2.0145.FIXT.01.RNA.01	IMMU.BC2.0151.FIXT.01.RNA.01	IMMU.BC2.0159.FIXT.02.RNA.01	IMMU.BC2.0163.FIXT.01.RNA.01	IMMU.BC2.0166.FIXT.01.RNA.01
AL451139.1	0	0.072538	0	0	0.070344	0.091052	0
RUSC1-AS1	3.767439	2.864127	6.709347	3.017944	3.365632	1.847907	4.592283
PCNPP2	0	0	0	0	0	0.088489	0
AL162431.1	0.147366	0.035034	1.328974	0.058524	0.034429	0.228704	0.191561
BX295541.1	0	0	0	0	0	0	0
AL645939.1	0.047004	0.379417	0.249324	0.126587	0.425458	0.170188	0.420192
AL022315.1	6.027262	0	0.208549	1.779457	0	0.775316	0.587722
AC016582.1	0	0.008367	0.002688	0	0.009236	0.078271	0.058798
AC008696.1	0	0.029426	0	0	0	0	0.023247
LINC00368	0	0	0	0	0	0	0
AC245100.2	0.347391	0.008697	0.283449	0.020522	0.062007	0.035821	0.225599
LINC01529	0	0.053917	0.0124	0.01109	0.02777	0.02211	0.16848
C3orf86	0.128196	0.308229	0.135338	0.033794	0.276995	0.030243	0.074071
AC024067.1	0	1.186061	1.066455	0.721823	0.822526	0.512615	0.86323
PSG8-AS1	0	0.037965	0.053305	0	0	0.015537	0.012385
SERBP1P2	0	0	0	0	0	0	0
AL109924.1	0	0	0.010194	0	0	0	0
LINC00115	0.646889	1.792945	1.682697	1.301634	2.664874	2.343603	1.491817
AC009365.1	0	0	0	0	0	0.014912	0
LINC01456	0	0	0.183556	0.355787	0	0	0
BMS1P11	0.511398	0.687746	0.727074	0.480143	0.424952	0	3.76107
AC098872.1	0	0.105103	0.061164	0	0	0.068611	0.027366
AC023590.1	0.06747	1.030902	0.218498	0.4413	3.312022	0.151578	0.120475
AL445490.1	0	0.040978	0	0	0	0.039672	0.127031
AC012368.1	0.353078	1.92078	1.676667	1.512467	2.580234	2.664801	2.451313
AL513365.2	0.268969	0.582537	0.127091	0.365838	0.96557	0.118599	0.908293
AL136231.1	0	0	0.013562	0	0	0	0
TRAPPC2P8	0	0	0	0	0	0	0
AC007742.1	0	0	0	0	0	0	0
AC002075.1	0.079071	0	1.276452	0	0	0	0
FRG2B	0	0	0	0.027197	0	0.012096	0.010974
HSPE1P13	6.835176	7.683104	5.096512	3.374729	5.761268	5.11113	7.275556
MTND2P9	0	0	0	0	0	0.011458	0
AL035404.2	0	0	0	0.080627	0	0.056994	0
MORF4L1P7	0	0	0	0	0	0	0
AL391244.2	0	0.070068	0.489314	0.292619	0.034429	0.137222	0.930437
AP000949.1	0	0	0	0	0	0	0
RPS27P16	0.246588	0.630124	2.876074	0.353505	0.410102	0.505138	2.132464
AC009310.1	0	0	0	0	0	0	0
AL121871.1	0	0	0.028658	0	0.096594	0.031801	0.037961
AL138767.3	18.094051	0	0	0.849419	0	0.026069	0.062403
HCG23	0.368236	1.2063	2.431878	0.234571	2.081295	0.295659	0.654346
AC007879.2	0	0.102885	0.03992	0	0.033718	0.022411	0.026816
RPL7P59	0	0	0.009811	0	0	0	0.013496
LINC01745	0.857966	0.063893	0.891009	0.884861	0	0	0
RIMKLBP2	0	0	0	0	0	0	0.042591
NOL7	12.591693	13.276669	25.304738	13.095036	30.799647	26.467099	29.870069
RPL21P92	0	0	0	0	0	0	0
AC092393.1	0	0	0	0	0	0	0
TAB2-AS1	0	0	0	0.016886	0.020696	0	0.018486
AL672138.1	0	0	0	0	0	0	0.012366
CACYBPP1	0	0	0	0	0.025085	0	0
AC000036.1	0	0	0	0	0.006976	0	0
LINC02249	0.003004	0.070685	0.022234	0.00982	0.200844	0.752688	0.218238
AL139246.2	0.142168	0.246619	0.125773	0.190593	0.647237	0.057988	0.150422
CTAGE4	0.089328	1.355335	5.533805	1.084846	4.61213	5.236177	4.915904
AC133965.1	0.5817	0.292987	0.546703	0.743487	1.269204	0.349788	0.911478
AL592310.1	0	0	0	0	0	0	0
BANF1P5	0	0	0	0	0	0	0
AL731557.1	0	0.022678	0.02646	0.055349	0.022485	0	0.036094
PCA3	0.003517	0.075774	0.057948	0.028107	0.358517	0.200907	0.225479
AL109741.1	0.061555	1.004107	0.291103	0.143896	0.543154	0	0.085092
C5orf67	0.022106	0.043742	0.035056	0	0.108486	0.160273	0.139413
LINC01875	0	0	0	0.087357	0	0	0.210433
AC016907.1	0	0	0	0	0	0	0
RIOK3P1	0	0	0	0	0	0	0
AL121574.1	0.630732	0.523139	0.424858	0.672408	0.458944	0.300843	0.400318
AL596448.1	0	0	0	0	0	0	0
AL158210.1	0.042163	0.435743	0.253364	0.033358	1.727115	0.128479	0.061506
Z77249.1	0	0	0.022613	0	0	0.00872	0.333675
NTF4	1.986547	0.017042	0.61732	0.08211	0	0.472722	4.815953
ODF2-AS1	0	0.054876	0.031821	0	0	0.06994	0
AL512444.1	0	0	0	0	0	0	0
SATB2-AS1	0.035076	0.0335	0.021996	0.059121	0.032952	0.046758	0.059441
AL050320.1	0.051287	0.283822	0.219704	0.040289	0.184782	0.972519	0.145551
AC231532.1	0	0	0	0	0	0	0
MTND4P3	0	0	0	0	0	0	0
AL441989.1	0	0	0	0	0	0	0
AC009950.1	0.302151	0.453763	0.366397	0.203179	0.591469	0.067394	0.2235
NRIR	0.06246	3.853321	2.644497	0.268564	0.95271	0.321473	3.046873
AL117339.2	0	0	0	0	0	0	0
ELFN1	0.3414	0.607887	0.725862	0.831366	0.357028	0.1809	0.784416
ABHD11-AS1	6.899801	0.238482	0.386169	0.177875	0.314351	1.016349	0.293446
AL500522.1	0	0	0	0	0	0	0
AC003071.1	0	0	0	0	0.020871	0.014035	0
MTND1P23	18.365174	9.034991	24.283563	7.832833	6.923819	57.807018	7.042916
PIGBOS1	4.899266	3.681374	5.071841	3.141554	6.445083	5.704446	4.472736
AC005550.1	0	0	0	0	0.084759	0	0
LINC01534	1.657433	2.452237	3.220668	1.293618	4.493314	2.84893	5.464073
CKS1BP2	0	0	0	0	0	0	0
HAR1A	0.087481	0.143507	0.057443	0.077155	0.272798	0.041217	0.012321
AC010746.1	0	0	0.13446	0	0.226224	0.059578	0.178324
OR7E19P	0	0	0	0	0	0.05161	0
AC102953.1	0	0.079709	0.069516	0.067149	0.078121	0.33597	0.247447
AL355482.2	0.039215	0.146266	0.031082	0	0.07968	0.107805	0.042972
HMGB1P26	0	0.028485	0.016601	0	0	0	0
UBXN10-AS1	0.040799	0.346053	0.916723	0.193871	0.30168	0.524541	0.448394
LAMP5-AS1	0	0.044128	0.004303	0.011553	0.02952	0.010037	0.006001
SNRPEP7	0	0	0	0	0	0	0
RPL23AP34	1.491085	2.331171	3.804207	2.327166	2.218127	0.933476	5.838756
TRGVA	0	0	0.059858	0.365939	0.201022	0	0
OR4A8	0	0	0	0	0	0	0
NDUFA12P1	0	0	0	0	0	0	0.042052
GTF2IP14	2.221522	0.973077	1.027072	0.703246	0.887622	0.350179	1.08253
PPIAP37	0	0.040471	0	0	0.039651	0	0
AL591468.1	0	0.421338	0.226439	0.053864	0.095714	0.169903	0.05082
AL513303.1	0	0.024348	0	0.079537	0.024109	0.040731	0
BX005266.2	0.18726	0.58442	0.471436	0.175566	1.184988	0.795464	0.356761
SEPT14P3	0	0	0	0	0	0	0
KCNIP2-AS1	0.019148	0.057344	0.044633	0.046267	0.076014	0.025582	0.122382
AL355852.1	0.078104	0.428166	0.396958	0.038133	0.299762	0.302816	0.895341
OFD1P1Y	0	0	0	0	0	0	0
AP001434.1	1.203806	2.149199	4.52032	1.985614	0.396702	0.632564	1.594739
MRPS18BP1	0	0	0	0	0	0	0
AL358176.2	0	0	0.116327	0	0.397431	0.122548	0.295582
CCT8P1	0.776781	0.165524	1.816363	0.576874	0.253376	0.101092	0.170486
RPL36AP55	0	0	0	0	0	0	0
PRICKLE2-AS3	0	0.016663	0.02603	0.004345	0	0.003801	0.023761
CDK2AP2P3	0	0	0	0	0	0	0
AC026167.1	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0
COX5BP7	0	0	0.129085	0	0	0	0.788466
LGALS17A	0.020709	0.778275	2.351331	0.076016	0.306962	0.022183	0.079571
AC092802.1	0.255874	0.209938	0.38084	0.06227	0.057011	0.14198	0.233698
PFN1P12	0	0	0	0	0	0	0
LINC01772	0.52932	1.14205	1.169999	0.635239	2.112255	0.440671	0.719738
HLA-DQB3	0	0	0	0	0	0	0
FGF13-AS1	0.0712	0.019143	0.233528	0.382182	0.673329	0.082784	0.573778
AL035530.1	0	0	0	0	0	0	0
NANOGNBP1	0	0	0	0	0	0	0
AL590648.1	0	0	0	0	0	0	0
LINC01040	0	0	0	0	0	0	0
PPIAP21	0	0	0	0	0	0	0.215502
AC005740.1	0	0	0	0	0	0	0
AC010745.1	0	0	0	0	0	0.01843	0
CDY10P	0	0	0	0	0	0	0
AP000561.1	0	0	0.028677	0	0	0	0
AC234644.1	0.216697	0.838363	0.709465	0.670125	0.751691	0.61087	0.976448
AP1S2P1	0	0	0.071677	0	0	0.039166	0.046944
AL807761.3	0	0	0	0	0.076956	0	0
YBX1P8	0.334034	0.319162	0.362974	0.714508	0.936908	0.315947	0.404828
TLK2P1	0.004593	0.015496	0.024993	0.007742	0.005003	0.007123	0.008785
ZNF503-AS1	0.542483	2.489298	0.438021	0.281321	0.070469	0.032876	0.236735
LINC01776	0	0	0.014691	0	0	0	0
MEMO1P1	0.04311	0.02286	0.102245	0.126081	0.073127	0.14736	0.169275
PAICSP1	0.012132	0.061887	0.188095	0.039333	0.148447	0.368511	0.200305
MTND4P32	0.404403	1.138597	2.83973	0.289282	1.359957	0.476793	1.612161
PHF2P2	0.026926	0.032856	0.014032	0.003743	0.018479	0	0
AC092570.1	0	0	0	0	0	0	0
HMGB3P20	0	0	0	0	0	0	0
PCMTD1P1	0	0	0	0	0	0	0
AC009531.1	0	0	0	0	0	0	0
PGBD4P6	0	0	0	0	0	0	0
ZBTB45P2	0.092356	0	0	0	0	0.08405	0
AC009541.1	0	0	0.018202	0.020256	0.041681	0.00355	0.004244
LINC00623	16.427825	4.553943	9.157753	7.176325	7.546174	3.206931	4.444803
HNRNPA3P4	0	0	0	0	0	0	0.033043
AL139275.1	0	0	0.011604	0	0.039507	0	0.015892
AC016772.1	0	0.011875	0.020825	0	0	0.008042	0
PRSS44	0.022011	0.098276	0.768363	0	0.173762	0.646934	0.315216
PHKG1P1	0	0	0	0	0	0	0
AL356309.1	0	0	0	0	0	0	0
AL138830.1	0	0	0.032478	0	0	0	0
AC062028.1	0	0	0	0	0	0	0
USP12PX	0	0	0	0	0	0	0.011854
AC096915.1	0	0	0	0	0.038956	0	0
SLC39A12-AS1	0	0	0	0	0	0	0
AC113935.1	0.041642	0.090205	0	0.110878	0.185331	0.067417	0.205202
UQCRFS1P1	0.055881	1.338562	0.321175	0.569582	0.119796	0.327826	0.270234
EIF3LP3	0	0	0	0	0.019818	0.026694	0
AC073283.2	0	0	0.330635	0.083461	0	0	0.205515
AL158839.1	0	0	0	0	0	0	0
AL122017.1	0	0.241552	0.593464	0.017178	0.504742	0.12718	0.405621
LINC00937	0.509603	1.645939	2.260958	0.574275	2.026483	1.90044	1.348147
RPS28P8	0	0	0	0	0	0	0
RPL7P3	0	0	0	0	0	0	0
AC087499.1	0	0	0	0	0	0	0
AC099342.1	0	0	0	0	0.063031	0.010637	0.01272
SEC11B	0	0	0	0	0	0.025927	0.062113
LINC02097	0	0	0	0	0	0.009327	0.011153
SEPT7P3	0.0717	0.029072	0.017314	0	0.028981	0	0.025145
AC004383.1	0.355921	1.416748	1.74874	0.356165	1.565956	1.124226	3.898894
RAB28P1	0	0	0	0	0	0	0
BX323845.2	0	0	0	0	0	0	0
FCF1P4	0	0	0.435182	0.212057	0.25122	0.152699	0
AL133217.1	0	0	0.029906	0	0	0	0
NDUFB4P5	0	0	0	0	0	0	0.050842
AP001476.2	0	0	0	0	0.067261	0	0
USP9YP6	0	0	0	0	0	0	0
AC090844.1	0	0.704424	0	0	2.133741	0	0
MTND3P1	0	0	0	0	0	0	0
Z80107.1	0	0	0	0	0	0	0
AHCTF1P1	0.010046	0.017101	0.024448	0.022941	0.093083	0.115939	0.027487
DDC-AS1	0.023356	0	0	0	0	0	0
FTCDNL1	5.868826	0.629178	3.929798	1.611901	3.0157	1.690959	3.97948
LINC01907	0.071059	0.04237	0.024798	0.045546	0.026618	0.018132	0.05223
PSMC1P12	0	0	0	0	0	0	0
RPL26P9	0	0	0	0	0.14517	0	0
AC013248.1	0	0	0	0	0	0	0
PPIAP66	0	0	0	0.033575	0	0	0
RPS3AP46	0.312237	0.025453	0.207763	0	0.10073	0.03372	0.181498
AL356289.1	0.023025	0	0	0.018484	0.074773	0	0.193614
AL359502.1	0.025477	0.07488	0	0	0.098817	1.853616	0.098957
BAIAP2-DT	1.853418	3.004657	4.864508	1.362188	3.315918	2.684099	3.585589
AC004801.1	0	0	0	0	0	0	0
AL355339.1	0	0	0	0	0	0	0
AC244107.1	0	0	0	0	0	0	0
RPL35P8	0	0	0	0	0	0	0
Z98752.1	0	0	0	0	0	0	0
RPS27AP3	0	0	0	0	0.044936	0	0
KRT16P6	0	0	0.025086	0.254739	0	4.271687	4.86344
TUBBP10	0.963563	0.076674	0.147482	0.575236	0	0.02118	0.238736
SLC25A39P1	0.014303	0	0.050807	0	0.014462	0.048864	0.07012
AL356124.1	0.794649	1.436135	1.137026	0.607053	2.890339	0.441867	1.480199
Z93242.1	0	0	0.040499	0	0	0	0.15833
AC124944.1	0.148033	0.107155	0.083932	0	0.403384	0.018898	0.556407
RPL23AP76	0	0	0	0	0	0	0
OR52E3P	0	0	0	0	0	0	0
CLCP2	0.227394	0.363361	0.09034	0.044461	0.556671	0.232277	0.397377
LINC01375	0	0	0.004476	0	0	0	0
AC137499.1	0	0	0	0	0	0	0
EIF4A1P5	0.013815	0.028052	0.016388	0	0.013995	0.037873	0.011315
AL513185.1	0	0	0	0	0	0	0
FGFR3P6	0.030716	0	0	0	0	0	0.02335
AC244670.1	0	0	0	0	0	0	0
AP4B1-AS1	0	0.016541	0.014513	0.013019	0.049757	0.005635	0.047163
AL589794.1	0	0	0	0	0	0	0
AL121885.1	0	0	0	0	0	0	0
AL139420.1	0.110927	0.215974	0.168893	0.110892	0.026679	0.035678	0.042677
TEX22	0.825204	0.301294	0.340077	0.887499	0.200065	0.717627	0.27746
LINC00685	6.290714	2.932899	3.694995	1.901559	2.11949	1.197061	8.717097
AC010536.1	0.268784	0.841408	1.037559	0.347516	0.744755	2.753793	0.740845
AL132671.1	0	0	0	0	0	0	0
RANP7	0	0	0	0	0	0	0
TRIM64FP	0	0	0	0	0	0	0
ELOCP21	0	0.30578	0.132571	0	0.0741	0.334907	0.688614
HNRNPA1P3	0.071979	0.034295	0.936825	0.028605	0.370897	0.381045	0.160895
CLK3P2	0	0	0.035401	0	0	0	0
AL049548.1	0	0	0	0	0	0.114568	0.274591
LINC02519	0.067771	0.40444	0.372481	0.023961	0.425302	0.453608	0.68458
GAPDHP75	0	0	0	0	0	0	0
AL583785.1	0.202677	2.828664	0.778022	0.192663	2.999503	0.347754	1.486335
AC112492.2	0	0	0	0	0	0	0.012154
SGMS1-AS1	0.591208	0.384774	0.779453	1.791198	0.841337	0.526601	0.823575
LINC01733	0	0.00582	0	0	0	0.004001	0.002432
AL157359.1	0	0	0	0	0	0	0
AC007790.1	0	0	0	0	0.147694	0.056704	0.033909
BX470209.1	0	0	0	0	0.034665	0.093469	0.027945
AL080316.1	0	0	0	0	0	0	0.030842
AL513285.1	0	0	0	0	0	0	0
C8orf59P1	0	0	0	0	0	0	0
WASH8P	6.404419	3.181533	6.406042	4.508364	5.702618	1.909565	4.565391
AL445466.1	0	0	0	0	0	0	0
TRGV6	0	0	0	0	0.183504	0	0
UBQLN4P2	0.016588	0	0	0	0	0.033638	0
RPS12P5	0.646768	2.439232	1.635388	1.389312	2.993021	0.202727	1.409621
RPL19P1	0	0	0	0	0	0	0
AC079163.1	0	0	0	0	0	0	0
CICP22	0.01101	0	0.03738	0.029794	0.011277	0	0.01861
RPL26P19	0.17501	0.053966	0.199091	0.089107	1.345249	0.421475	0.354939
AC079168.1	0	0	0	0	0	0	0
TSPY16P	0	0	0	0	0	0	0
PRELID3BP1	0	0	0	0	0	0	0.193045
RPLP0P1	0	0	0	0	0	0	0
AC007237.1	0	0	0	0	0	0	0
NPIPB14P	4.172317	2.486098	1.573926	1.813744	4.798419	0.964468	2.287042
Z82188.1	0	1.083186	0.408208	0	0.730809	0	0
KRT18P24	0	0	0	0	0	0	0
LEMD1-AS1	0	0.074198	0.008687	0.007728	0.009946	0.033889	0.097333
GAS1RR	0.093189	0.217266	0.189954	0.126159	0.51465	0.098848	1.191974
AC132807.1	0.04896	0	0.421485	0	0	0	0
AL031658.1	0.006759	0.021043	0.016416	0.005505	0.00704	0.019156	0.040084
LINC00381	0	0.093369	0.040932	0.027772	0.128384	0	0
Z75746.1	0.006516	0.020369	0.011922	0	0.027251	0.023248	0.011114
RPS17P8	0	0	0	0	0	0	0
RPL37AP1	0.255448	0	0	0	0.104756	0.066689	0
ZNF32-AS1	0	0.049416	0.22943	0	0.048214	0.190031	0.037925
KRT18P36	0	0	0	0	0	0	0
SUPT4H1P1	0	0	0	0	0	0	0.056232
AL365271.1	0	0	0	0	0	0	0
LINC00408	0	0	0	1.255359	0	0	0
AL451060.1	0	0	0.155072	0.116203	0.147415	0.666436	3.311375
AL135960.1	0.00318	0.003338	0.001955	0.005197	0.013442	0	0
MRPL35P3	1.194888	1.155541	0.81375	0.630746	2.540129	1.098155	1.82946
PTP4A1P3	0.456743	0.781659	0.453445	0.446435	0.558795	0.199825	1.036989
UBE2V2P1	0	0	0	0	0	0	0
GRM7-AS3	0	0	0	0	0	0	0
GTF2H2B	14.544102	1.777378	21.119005	54.669073	3.493387	1.814692	7.133408
AC064836.1	0	0.024394	0.028452	0.019924	0.048308	0	0.038813
PHKBP1	0	0	0	0	0	0	0
ISM1-AS1	0.111179	0.08116	0.063074	0.044455	0.080202	0.732871	0.128287
AC009961.1	5.134539	3.212583	3.890342	3.897389	5.147474	3.27425	4.747863
AC135977.1	0.186518	0	0.520104	0.036406	0.428525	0.278632	0
ZNF736P2Y	0	0	0	0	0	0	0
ARHGAP26-AS1	0	0	0.013538	0	0	0	0
AC079305.2	0	0	0	0	0	0	0
AC093382.1	2.967839	0.618764	1.222921	1.497391	1.443589	0.430826	0.798054
AC105393.1	0	0	0	0	0	0.065643	0.023981
PSPHP1	0.146432	0.521041	0	0	2.558443	0	0
RPL12P10	0	0.079721	0.023173	0.067152	0.117194	0.129251	0.154752
AL049641.1	0	0	0	0	0	0	0
AL031123.1	0.6948	0.164704	0.138901	0.189412	0.722213	0.122629	0.073327
ARPC3P1	0	0	0.042075	0.03017	0	0	0
NUP35P2	0	0	0	0	0	0	0
AL008733.1	0	0	0	0	0	0	0
TMEM191A	0.178605	0.704689	1.377457	0.666827	0.59832	2.164596	2.287919
OR52I2	0	0.08342	0.007058	0	0.0137	0	0
CDCA4P3	0	0.100424	0	0	0.12423	0.016639	0
AC091729.2	0	0	0	0	0	0.057672	0
AL606495.1	0.040666	0.040451	0.035413	0	0.020089	0.01351	0.048472
AC036101.1	0	0	0	0	0	0	0
AC007677.1	0	0	0	0	0	0	0
RAD23BP3	0	0	0	0	0	0	0
RPSAP62	0	0	0	0	0	0	0.031362
PDCL3P1	0	0	0	0	0	0	0
AC122683.1	0	0	0	0	0	0	0
AL358612.1	0	0	0	0	0	0	0
NPY6R	0	0.004582	0.005365	0	0.009217	0.006283	0.045626
HNRNPDLP1	0	0	0	0	0	0	0
AL122058.1	0	0	0	0.010355	0	0.008831	0.241962
SMARCE1P2	0.435873	0	0.014447	0.07863	0.012359	0	0.010002
AL022157.1	1.651854	2.659905	2.723176	1.771799	3.648763	1.306533	3.834072
CFLAR-AS1	0.238447	0.195606	0.488198	0	0.193567	0.150136	0.245534
MTCYBP12	0	0	0	0	0	0	0
ZNF192P1	0.634138	2.209399	0.953525	0.278361	1.838161	0.587454	1.47587
LINC00351	0	0	0	0	0	0	0
RPS3AP38	8.947039	4.432971	5.04472	3.885369	8.961605	2.865154	6.136819
LINC01811	0.170501	0	0.030237	0.15354	0.151727	0.034291	0.881468
CROCC2	2.815376	0.032178	0.017394	0.187576	0.012469	0	0.022396
AC006150.1	0	0	0	0	0	0	0
AL358453.1	0	0	0.07713	0	0.130048	0.081971	0
RPSAP49	0	0	0	0	0	0.012174	0
NUP50-DT	2.693501	2.505247	3.427739	1.929121	4.639151	3.584543	7.216987
AC005682.1	0	0.009981	0.040854	0.007886	0.049971	0.054244	0.056756
AL606489.1	0.044222	0	0.096171	0.034935	0	0	0.064086
RPL23AP28	0	0	0.050613	0	0	0	0
AL354836.1	0.234677	0.280534	2.334501	1.902366	1.034481	1.300675	6.081598
AL359182.1	0	0.218523	0.279293	0.037042	0.256489	0.141005	0.067518
MRPS16P3	0	0	0	0	0	0	0
AL353616.2	0.007974	0	0.028934	0	0.016533	0	0.020149
AC079150.2	0	0	0	0	0	0	0
RPS26P56	0.174021	0	0	0	0	0.088711	0
AC105402.1	0	0.209726	0.020289	0	0.034249	0	0
MTCYBP39	0	0	0	0	0	0	0
NMD3P1	0.019095	0	0.011493	0	0.009846	0	0.016018
CST12P	0	0	0	0	0	0	0
AC083822.1	0	0	0.359509	0.176753	0	0	0.456957
VN2R10P	0.038116	0.190298	0.610998	0.276321	0.264887	0.280199	0.852997
AC099066.1	0.037845	0.035906	0.104459	0.060075	0.035267	0.140456	0.140059
PSPC1-AS2	0.070063	0.062728	0.363265	0	0.487692	0.158687	0.570661
TAF9P1	0	0	0	0	0	0	0
AL353803.1	0.290981	0	0.084338	0	0.061502	0.082687	0.065929
RPS6P20	0	0.01381	0	0	0	0	0
KRT8P38	0.040015	0.061651	0	0.016248	0	0.013954	0.191891
ACTG1P24	0	0.110273	0.150225	0.029607	0.127976	0.135453	0.265074
RPL10AP6	0.027891	0.054739	0.032014	0.022339	0.053956	0.109799	0.102019
TERF1P5	0	0	0.015249	0	0	0	0.010376
HAGLROS	0.174438	0.286326	2.270988	0.195538	0.14975	1.288943	1.552891
LINC02089	0	0	0	0.062514	0	0	0
AC097463.1	0	0	0	0	0	0	0
ST7-AS2	0.011424	0	0.024848	0	0.013571	0.009178	0.024309
USP9YP11	0	0	0	0	0	0	0
LINC00375	0	0	0	0	0	0	0
DCAF8L1	0	0	0	0	0	0.002695	0
LINC01345	0	0	0.009887	0	0	0	0
AL022310.1	0.025584	0.225515	0.146109	0.081986	0.396777	0.033217	0.039731
AL135923.1	0	0	0	0	0	0	0
AC084809.1	0.12897	0.031013	0.03614	0.25698	0	0.040731	0.073093
LINC-PINT	1.312477	2.231903	2.510488	0.749835	4.214331	2.01474	3.205684
LINC01876	0.008756	0.215785	22.763722	0.066763	0.072389	0	0.087794
PARD3-AS1	1.298906	0.372179	0.429353	0.163339	0.270112	0.288361	1.453475
SORCS3-AS1	0	0	0	0	0	0	0
ELL2P4	0	0	0	0	0	0	0
MAPK6P6	0	0	0	0	0	0	0
AL353658.1	0	0	0	0	0	0	0
MTATP6P21	0	0	0	0	0	0	0
IFNA20P	0	0	0.106204	0	0	0	0.08538
AC093423.1	0	0	0	0	0	0	0.309683
MRPS21P5	0	0	0	0	0	0	0
AL031727.1	1.287636	2.428972	1.676888	0.935035	2.866479	0.50173	1.660192
C12orf77	0.029701	0.06104	0.053217	0.061745	0.069356	0.048381	0.024793
AC013480.1	0	0	0	0	0	0.045526	0
AC010385.1	4.164667	0	0	0	0	0	0
AC006015.1	0	0	0	0	0	0	0
AL392089.1	0	0	0	0	0	0	0
AL133325.1	0	0	0	0	0	0	0.139041
RBMX2P1	0.195799	0.039039	0.227879	0.283755	0.155201	0.039161	0.156119
RPL23P11	0	0	0	0	0	0	0
AL450332.1	0.116089	0.026322	0.076935	0.019046	0.062744	0.09782	0.02867
AC104058.1	3.825786	2.304931	3.266437	1.265523	2.508939	1.069771	5.492331
AC079355.1	0	0	0	0	0	0	0
AC018980.1	0	0	0	0	0	0	0
OR8T1P	0	0	0	0	0	0.011653	0
MTCYBP38	0	0	0	0	0	0	0.010987
TPI1P1	0	0	0.070232	0.05807	0.148073	0.097332	0.077866
MRPL23-AS1	0	0	0	0.011913	0	0.00517	0.006182
SLC16A1-AS1	0.790868	3.719332	4.009751	1.304724	8.459292	2.693491	6.134068
IGLV3-4	0	0	0	0	0	0	0
SLC25A5P5	0.017834	0	0.020874	0.014376	0	0	0
AC093642.1	0.069175	0.297649	0.057756	0.082553	0.552143	0	0.025904
AL358613.1	0	0	0.027857	0	0.04685	0	0
AC012558.1	0	0	0	0	0	0	0
HMGN2P7	0.133717	0.226514	0.130395	0	0	0.418928	0.083651
RPL15P13	0	0	0	0	0	0	0
AL590399.2	0	0	0.05144	0	0	0	0
USP17L7	0	0.00698	0.01371	0	0	0.019064	0.011397
AL121929.1	0	0	0.02148	0	0.036246	0.024039	0
AC010342.1	0	0.440099	0	0	0.043611	0.014432	0
AP000290.1	0	0	0	0	0	0	0
ANKRD18DP	0.018122	0.034252	0.037794	0.030377	0.05238	0.004889	0.049767
AC002367.1	0	0	0	0	0	0	0.042464
AL442071.1	0	0	0	0	0	0	0.026352
AC108161.1	0	0	0	0	0.054782	0	0
AL365214.2	0	0	0.062133	0	0	0	0.04094
PLCL2-AS1	0	0	0	0	0	0.054734	0.065676
AC006037.1	0	0	0	0	0	0	0
GAPDHP32	0.124224	0.062698	0.183117	0.050189	0.187503	0.07384	0.227066
ACTR3BP6	0	0	0	0	0	0	0
BX322234.1	0.063574	0.592936	0.308885	0.064191	0.239558	0.754487	0.773381
NOTCH2P1	2.463289	0	0	0.023699	0	0	0
AL117337.1	0	0	0	0	0	0	0
RPL7AP51	0	0	0	0	0.02188	0	0
CDY5P	0	0	0	0	0	0	0
CYP2D8P	0.324	0.342929	0.22304	0.210996	0.510721	0.319865	1.056798
LINC02542	0.100157	0.039885	6.497925	0.483634	0.396275	0.079964	0.781018
AL033380.1	0.056848	0	0	0	0	0	0.043858
AL121787.1	0	0	0	0	0	0.033551	0
RPL22P3	0	0.061619	0.035658	0	0	0	0
OR10G5P	0	0	0.118562	0	0	0	0
AL390198.1	0.19227	1.608604	4.265361	1.411626	1.513864	4.457415	2.072253
RPA2P2	0	0	0	0	0	0.152959	0
AC018641.1	0.020928	0	0.012126	0.016829	0	0.083202	0.049755
ADAM1B	0.095312	0.162482	0.12813	0.121989	0.163077	0.115746	0.138398
RPS29P33	0	0	0	0	0	0	0
Z93930.2	11.326292	5.956588	11.146481	9.605686	12.761909	6.475467	15.090638
AC008013.1	0.175411	0.694963	1.962974	0.366061	0.309228	2.641028	3.243153
PPIAP62	0	0	0	0	0	0	0
AP000532.1	0	0	0	0	0	0	0
LINC01748	0.024815	0.016966	4.529366	0.006252	0.125345	0.043127	0.039964
AC245028.1	0	0.25645	0	0	0	0	0
UPF3AP1	0	0	0	0	0.039349	0.011312	0
TMEM185B	8.85631	10.556871	11.760745	7.757018	14.507861	7.136735	17.320756
OR7H1P	0	0	0.010085	0	0.017195	0.011592	0
ACTR3BP2	0	0	0.006294	0	0	0	0
ADIPOQ-AS1	0.007528	0.019721	0.023091	0.003074	0.02778	0.010829	0
AL392088.1	0	0	0	0	0	0	0
AL606516.1	0	0	0.008947	0	0	0.015646	0.037417
RBM22P3	0	0	0	0	0	0	0
LINC01035	0	0	0	0	0	0	0
AL139254.1	0	0.062728	0.036327	0	0	0	0
LINC01824	0	0	0	0	0	0	0
AC104308.1	0	0	0	0	0	0	0
AC138647.1	0	0	0	0	0	0	0
